iter	RMSE
591	5477.99696
592	5476.654999
593	5474.518958
594	5472.868488
595	5471.600959
596	5468.869633
597	5465.218655
598	5459.142262
599	5454.79905
600	5453.86077
601	5448.604924
602	5446.212572
603	5439.747913
604	5436.051625
605	5434.319391
606	5429.333203
607	5425.486011
608	5422.196006
609	5420.5935
610	5417.036508
611	5416.316136
612	5409.815681
613	5406.483756
614	5403.459545
615	5402.478601
616	5400.795962
617	5394.999333
618	5390.587585
619	5389.02938
620	5384.812918
621	5381.764386
622	5379.952629
623	5378.077778
624	5374.575798
625	5372.855913
626	5372.260648
627	5366.694534
628	5364.069205
629	5360.238927
630	5354.687382
631	5353.43231
632	5352.19455
633	5348.911122
634	5346.326065
635	5342.614726
636	5338.859275
637	5337.339967
638	5334.277656
639	5330.644676
640	5329.317296
641	5324.825969
642	5323.22198
643	5322.472149
644	5320.881981
645	5317.212902
646	5314.196956
647	5312.445484
648	5307.078373
649	5306.640577
650	5303.991947
651	5300.381309
652	5296.756893
653	5291.440642
654	5289.214344
655	5285.682882
656	5283.493971
657	5280.424653
658	5279.804421
659	5276.57562
660	5272.635068
661	5268.852745
662	5267.322959
663	5264.104373
664	5262.986748
665	5259.521537
666	5258.898731
667	5255.404554
668	5253.205126
669	5251.943142
670	5249.913483
671	5248.685371
672	5245.990511
673	5242.356922
674	5237.859292
675	5234.375898
676	5229.957192
677	5226.020775
678	5223.637675
679	5219.959064
680	5216.371663
681	5215.751092
682	5212.46838
683	5210.778096
684	5207.858651
685	5206.114155
686	5202.384325
687	5199.073485
688	5198.182787
689	5195.077215
690	5193.638831
691	5192.371892
692	5190.972025
693	5188.703228
694	5188.326326
695	5187.622256
696	5184.348243
697	5183.551915
698	5182.506936
699	5179.838272
700	5176.848552
701	5175.565454
702	5174.890607
703	5172.001707
704	5168.654902
705	5167.279846
706	5165.942402
707	5163.757157
708	5163.388164
709	5160.503071
710	5159.196849
711	5155.73218
712	5152.756634
713	5149.39413
714	5148.117793
715	5146.103567
716	5143.7644
717	5141.588212
718	5138.761083
719	5135.803986
720	5135.273696
721	5132.60445
722	5130.834258
723	5129.767039
724	5126.817595
725	5123.837998
726	5122.411189
727	5121.586455
728	5118.4382
729	5116.92151
730	5115.525203
731	5113.153071
732	5111.544223
733	5110.284178
734	5109.830908
735	5108.461243
736	5107.359951
737	5105.862924
738	5101.740281
739	5100.066511
740	5098.850126
741	5097.499123
742	5095.770229
743	5092.090094
744	5091.611609
745	5088.946394
746	5085.979499
747	5085.309642
748	5084.273405
749	5082.035422
750	5079.535539
751	5078.722184
752	5078.290049
753	5075.664869
754	5073.280881
755	5071.913475
756	5068.269674
757	5065.061964
758	5061.74736
759	5060.227325
760	5056.68209
761	5053.477489
762	5051.66406
763	5048.819618
764	5047.843828
765	5045.57879
766	5044.301992
767	5041.799616
768	5039.230325
769	5036.565887
770	5034.379913
771	5033.179986
772	5031.055389
773	5028.879873
774	5028.420568
775	5026.701526
776	5024.479979
777	5023.535295
778	5021.115936
779	5018.196602
780	5015.619471
781	5013.509082
782	5010.999716
783	5008.534968
784	5007.423146
785	5006.25838
786	5002.857495
787	5002.400405
788	4999.754922
789	4998.18017
790	4997.929208
791	4997.307857
792	4995.144732
793	4994.463278
794	4991.62107
795	4989.307867
796	4987.262841
797	4985.586367
798	4984.796083
799	4981.447413
800	4980.593907
801	4978.068368
802	4975.463544
803	4974.325344
804	4973.667708
805	4971.556644
806	4970.446024
807	4967.478108
808	4965.204441
809	4962.555796
810	4960.375327
811	4956.938798
812	4955.934061
813	4955.600898
814	4952.262657
815	4949.227843
816	4948.667664
817	4946.388309
818	4944.505755
819	4941.959028
820	4939.101401
821	4937.77011
822	4936.132921
823	4933.688731
824	4932.52763
825	4931.45067
826	4929.997114
827	4929.339777
828	4926.686675
829	4924.528026
830	4922.236661
831	4921.121938
832	4919.719515
833	4916.957565
834	4915.961081
835	4914.543321
836	4912.387246
837	4911.603617
838	4911.339463
839	4910.37602
840	4909.600464
841	4908.540903
842	4905.255624
843	4902.589346
844	4902.232689
845	4901.283817
846	4900.264801
847	4899.018383
848	4898.66918
849	4895.876943
850	4892.967677
851	4892.33542
852	4891.565206
853	4890.917763
854	4890.348959
855	4889.358441
856	4888.995629
857	4888.722392
858	4887.722739
859	4884.268252
860	4884.078452
861	4881.591008
862	4879.435404
863	4876.290283
864	4875.316045
865	4874.341612
866	4873.717718
867	4871.461468
868	4869.265761
869	4869.059764
870	4867.420166
871	4865.003612
872	4863.133581
873	4862.813293
874	4860.519232
875	4859.619875
876	4858.683041
877	4855.98834
878	4853.767998
879	4852.984378
880	4851.590487
881	4850.713052
882	4849.897229
883	4849.40018
884	4847.309596
885	4846.752811
886	4846.419442
887	4844.312555
888	4842.325394
889	4841.773972
890	4840.941036
891	4840.103047
892	4838.89794
893	4838.00879
894	4837.025496
895	4836.686387
896	4834.235307
897	4833.284451
898	4832.72797
899	4829.583436
900	4827.571302
901	4825.683844
902	4825.460141
903	4824.363958
904	4823.446375
905	4823.172097
906	4820.974371
907	4820.677332
908	4819.883367
909	4819.728347
910	4818.293143
911	4816.187026
912	4814.251502
913	4814.045864
914	4812.32877
915	4812.071088
916	4809.909386
917	4807.973545
918	4807.735787
919	4806.353188
920	4803.967657
921	4801.941466
922	4799.639936
923	4799.028777
924	4796.918159
925	4794.077812
926	4791.13556
927	4788.669184
928	4786.186332
929	4783.869045
930	4781.874225
931	4780.405701
932	4779.601883
933	4777.574838
934	4776.67585
935	4774.750401
936	4774.338101
937	4771.28508
938	4769.301864
939	4768.256238
940	4767.432531
941	4765.589155
942	4765.002026
943	4762.796539
944	4759.753172
945	4758.174021
946	4757.142543
947	4755.644208
948	4755.366221
949	4752.623216
950	4752.055728
951	4751.453402
952	4749.651756
953	4749.049508
954	4748.322997
955	4746.871227
956	4745.94833
957	4745.237746
958	4742.817593
959	4742.000925
960	4741.208554
961	4739.023619
962	4738.819614
963	4737.030197
964	4736.329228
965	4734.180426
966	4732.758158
967	4731.168844
968	4730.03275
969	4729.162189
970	4729.000218
971	4726.812577
972	4724.393617
973	4723.877159
974	4722.090419
975	4719.980192
976	4718.383774
977	4716.577135
978	4716.142008
979	4715.410318
980	4714.220657
981	4712.866628
982	4712.726501
983	4712.318505
984	4710.489832
985	4709.70634
986	4708.78022
987	4708.099607
988	4705.926738
989	4705.263186
990	4705.04531
991	4704.43225
992	4702.563966
993	4702.094923
994	4700.144944
995	4699.411492
996	4697.532686
997	4695.952967
998	4695.711982
999	4694.092882
