iter	Logloss
276	0.4187531616
277	0.4186606445
278	0.4186001343
279	0.4185437622
280	0.4184950684
281	0.4184424805
282	0.4183600708
283	0.4182834717
284	0.418202124
285	0.4181317749
286	0.4180598633
287	0.4179886841
288	0.4179051147
289	0.417821228
290	0.4177511963
291	0.4176832397
292	0.4176219971
293	0.4175509277
294	0.4174954712
295	0.4174253784
296	0.4173628418
297	0.4172933228
298	0.4171976562
299	0.4171249512
300	0.4170427002
301	0.4169377686
302	0.4168758057
303	0.4168297607
304	0.4167678223
305	0.4166881226
306	0.4166320312
307	0.4165239136
308	0.4164599976
309	0.4163828979
310	0.4163053101
311	0.4162527832
312	0.4161789429
313	0.4161243042
314	0.4160195679
315	0.4159636963
316	0.4159028198
317	0.4158204102
318	0.4157641968
319	0.4156842163
320	0.4156233887
321	0.4155647339
322	0.415507251
323	0.4154404053
324	0.4153795898
325	0.4153220459
326	0.4152760254
327	0.4152393677
328	0.4151796265
329	0.4151216431
330	0.4150689941
331	0.4149946899
332	0.4149226929
333	0.414880188
334	0.4148305664
335	0.4147595825
336	0.4147059448
337	0.4146467041
338	0.4145755859
339	0.4145199463
340	0.4144590942
341	0.4144111694
342	0.4143448364
343	0.4142952759
344	0.4142540649
345	0.4142101563
346	0.4141571899
347	0.4140714111
348	0.4140053345
349	0.4139292725
350	0.4138615601
351	0.4137807007
352	0.4136907715
353	0.4136122437
354	0.4135328979
355	0.4134876709
356	0.4134406738
357	0.4133887329
358	0.4133296875
359	0.4132663818
360	0.4132027588
361	0.4131397461
362	0.4130690674
363	0.4130050903
364	0.4129367554
365	0.4128594604
366	0.4128046509
367	0.4127334106
368	0.4126566284
369	0.4125960754
370	0.4125339478
371	0.412469696
372	0.4123947144
373	0.4123383545
374	0.4122555115
375	0.4121829346
376	0.4121325806
377	0.4120567688
378	0.4120221191
379	0.4119698181
380	0.4119037476
381	0.4118233276
382	0.4117519653
383	0.4116904175
384	0.411632373
385	0.4115688538
386	0.4115198792
387	0.4114413147
388	0.4113860962
389	0.4113247009
390	0.4112580444
391	0.4111947632
392	0.4111346313
393	0.411073584
394	0.4110124023
395	0.410937793
396	0.4108900757
397	0.4108225769
398	0.4107622314
399	0.4107060669
400	0.4106711121
401	0.4106303345
402	0.4105779175
403	0.410520874
404	0.4104752991
405	0.4104077087
406	0.410349231
407	0.4102739075
408	0.4102359619
409	0.4101834961
410	0.4101389893
411	0.4100659302
412	0.4100170715
413	0.4099558167
414	0.4098977966
415	0.4098415405
416	0.4097835876
417	0.409720874
418	0.4096637573
419	0.4096033447
420	0.409542926
421	0.4094835205
422	0.4094204224
423	0.4093542847
424	0.4093011536
425	0.4092251465
426	0.4091649963
427	0.4090984314
428	0.4090272705
429	0.4089499573
430	0.4088896179
431	0.4088375916
432	0.4087908875
433	0.4087360352
434	0.4086807007
435	0.4086427673
436	0.4085642212
437	0.4085080811
438	0.4084460449
439	0.4083886292
440	0.4083409485
441	0.4082892761
442	0.4082338135
443	0.4081708313
444	0.4081324585
445	0.4080755859
446	0.408026001
447	0.4079740112
448	0.4079197815
449	0.4078575806
450	0.4077917358
451	0.407754895
452	0.4076905518
453	0.407644574
454	0.4075891846
455	0.4075290527
456	0.4074808044
457	0.4074491821
458	0.4073826294
459	0.4073342468
460	0.407284906
461	0.4072189209
462	0.4071730469
463	0.4071140625
464	0.407055127
465	0.4070034668
466	0.4069190125
467	0.4068803162
468	0.4068392212
469	0.4067851196
470	0.4067320801
471	0.4066581848
472	0.4065936523
473	0.4065253418
474	0.4064750244
475	0.4064326355
476	0.4063923584
477	0.4063361145
478	0.4063048279
479	0.4062622375
480	0.4062042358
481	0.4061544922
482	0.4061030029
483	0.4060414063
484	0.4059796448
485	0.4059246765
486	0.4058755798
487	0.4058147644
488	0.4057606445
489	0.4057122498
490	0.4056684143
491	0.4056144836
492	0.4055533508
493	0.4055053772
494	0.4054353455
495	0.4053773254
496	0.4053344299
497	0.4052776672
498	0.4052267761
499	0.4051744568
500	0.4051275574
501	0.4050726746
502	0.4050101807
503	0.4049580811
504	0.4049050598
505	0.4048672607
506	0.404792511
507	0.4047465271
508	0.404700592
509	0.4046463379
510	0.4045818237
511	0.404539325
512	0.4044896423
513	0.404447937
514	0.4043881836
515	0.4043328491
516	0.4042726685
517	0.4042214722
518	0.4041598633
519	0.4041223816
520	0.4040847839
521	0.4040389648
522	0.403971814
523	0.4039091797
524	0.4038699646
525	0.4038202454
526	0.4037585327
527	0.403719873
528	0.4036723694
529	0.4036393005
530	0.4035690857
531	0.4035066589
532	0.4034552124
533	0.4034043335
534	0.4033625122
535	0.4033121216
536	0.4032505737
537	0.4031887451
538	0.4031354736
539	0.4030746155
540	0.4030069885
541	0.4029431213
542	0.4029015808
543	0.4028397095
544	0.4027892944
545	0.4027365906
546	0.4026849854
547	0.4026219788
548	0.402562854
549	0.4025359192
550	0.4024853577
551	0.4024463501
552	0.4023861877
553	0.4023433289
554	0.4023007202
555	0.4022561218
556	0.4022136108
557	0.4021681641
558	0.4021016174
559	0.4020592285
560	0.4020137939
561	0.4019543884
562	0.4019187683
563	0.4018563416
564	0.4018123535
565	0.4017686768
566	0.4017119446
567	0.4016597351
568	0.4016247986
569	0.4015654175
570	0.4015114197
571	0.4014637329
572	0.4014089172
573	0.4013592407
574	0.4013142029
575	0.4012566223
576	0.4012168884
577	0.4011663452
578	0.4011362671
579	0.4010925781
580	0.4010293091
581	0.4009990479
582	0.4009589172
583	0.4009148438
584	0.4008637268
585	0.4008085632
586	0.4007847473
587	0.4007423157
588	0.400688623
589	0.4006243896
590	0.4005538818
591	0.4005140381
592	0.4004529236
593	0.4003964783
594	0.4003451294
595	0.4002818481
596	0.4002479858
597	0.4002029053
598	0.4001690613
599	0.4001272095
600	0.4000685913
601	0.4000204651
602	0.399974939
603	0.3999240051
604	0.3998724731
605	0.399842334
606	0.3998037354
607	0.3997452881
608	0.3997176025
609	0.3996792236
610	0.3996361877
611	0.3995711853
612	0.3995402954
613	0.3994829529
614	0.3994232849
615	0.3993852173
616	0.3993491089
617	0.3992997009
618	0.399256073
619	0.3991731628
620	0.3991271362
621	0.3990852905
622	0.3990414856
623	0.3989934448
624	0.3989655457
625	0.3989150757
626	0.39887276
627	0.3988228394
628	0.3987697388
629	0.3987226624
630	0.3986721802
631	0.3986119019
632	0.3985679932
633	0.3985344116
634	0.3984904053
635	0.3984501526
636	0.3984045288
637	0.3983645264
638	0.3983088684
639	0.3982663086
640	0.398223053
641	0.3981807068
642	0.3981454529
643	0.3980937317
644	0.3980229797
645	0.39799021
646	0.3979656616
647	0.3978863647
648	0.3978394836
649	0.3977781006
650	0.3977228088
651	0.3976456848
652	0.3975877625
653	0.3975442017
654	0.397504657
655	0.3974434082
656	0.3974072144
657	0.3973666199
658	0.397319751
659	0.3972752136
660	0.3972343445
661	0.3971852783
662	0.3971389954
663	0.3970697021
664	0.3970208374
665	0.3969595642
666	0.3969296326
667	0.3968832581
668	0.3968453186
669	0.3967980652
670	0.396746167
671	0.3967066223
672	0.3966492859
673	0.3966118958
674	0.3965723999
675	0.3965238342
676	0.3964733521
677	0.3964311523
678	0.3963721191
679	0.3963130554
680	0.3962445312
681	0.3962173889
682	0.3961561401
683	0.3961015564
684	0.3960418701
685	0.3960070374
686	0.3959509583
687	0.3959187927
688	0.3958825317
689	0.3958389954
690	0.3957890198
691	0.39573573
692	0.3956917847
693	0.3956535767
694	0.3956247498
695	0.3955821899
696	0.3955411194
697	0.3954918884
698	0.3954483032
699	0.3954162842
700	0.395366803
701	0.395329895
702	0.3952847229
703	0.3952502686
704	0.39519823
705	0.3951595398
706	0.395107019
707	0.3950643188
708	0.3950108948
709	0.3949623718
710	0.3949299438
711	0.3948995605
712	0.3948696228
713	0.3948344666
714	0.394784375
715	0.3947534973
716	0.394703949
717	0.3946629883
718	0.3946289001
719	0.394590863
720	0.3945529175
721	0.3945017395
722	0.3944505615
723	0.3944176819
724	0.3943712097
725	0.3943216858
726	0.394263562
727	0.3942000549
728	0.3941351318
729	0.394076001
730	0.3940366028
731	0.3939854065
732	0.39395896
733	0.3938972107
734	0.3938435608
735	0.3937954041
736	0.3937584839
737	0.3937112671
738	0.3936672058
739	0.3936190491
740	0.393578302
741	0.3935031982
742	0.3934601685
743	0.3934269531
744	0.393375116
745	0.3933488281
746	0.3932987122
747	0.3932499756
748	0.3932125122
749	0.3931705505
750	0.3931280823
751	0.3930892944
752	0.393059668
753	0.3930129517
754	0.3929797913
755	0.3929268738
756	0.3928959839
757	0.3928398254
758	0.3927836914
759	0.3927316345
760	0.3926714905
761	0.3926135437
762	0.3925836182
763	0.3925117676
764	0.3924646545
765	0.3924374084
766	0.3923845703
767	0.3923441345
768	0.3923028259
769	0.3922562744
770	0.3922248474
771	0.3921792847
772	0.3921363708
773	0.3920886719
774	0.3920405518
775	0.3919860596
776	0.3919511108
777	0.3919065674
778	0.3918693909
779	0.3918195068
780	0.3917873413
781	0.3917534668
782	0.3917237
783	0.3916495422
784	0.3916163635
785	0.3915723267
786	0.3915180176
787	0.3914842834
788	0.391450885
789	0.3913975525
790	0.3913620972
791	0.3913241455
792	0.3912842163
793	0.3912278137
794	0.3911878296
795	0.3911378296
796	0.3910975525
797	0.3910339783
798	0.3909796082
799	0.3909336426
800	0.3908947632
801	0.3908413513
802	0.3907938599
803	0.3907618713
804	0.3907085937
805	0.390670343
806	0.3906478638
807	0.3906097229
808	0.3905762085
809	0.3905405396
810	0.3904919922
811	0.3904492554
812	0.3904100525
813	0.3903670288
814	0.3903149414
815	0.3902824829
816	0.3902384888
817	0.3901944458
818	0.3901476746
819	0.3900997803
820	0.3900587097
821	0.3900007812
822	0.3899577698
823	0.3899072083
824	0.389875824
825	0.3898241455
826	0.3897769348
827	0.389744043
828	0.3897052979
829	0.3896499939
830	0.389596936
831	0.3895535034
832	0.3895106873
833	0.3894615967
834	0.389432074
835	0.3893875671
836	0.3893525452
837	0.3893052917
838	0.3892636169
839	0.3892291077
840	0.389190686
841	0.3891430298
842	0.389094989
843	0.3890279663
844	0.3889853882
845	0.388920575
846	0.3888861206
847	0.3888400269
848	0.3887887695
849	0.3887526306
850	0.3887200378
851	0.3886874146
852	0.3886622314
853	0.3886288025
854	0.3885927429
855	0.3885603149
856	0.388516333
857	0.388465979
858	0.3884350647
859	0.3883983582
860	0.3883631897
861	0.3883253235
862	0.3883025757
863	0.388261615
864	0.3882151306
865	0.3881822632
866	0.3881395874
867	0.3881059753
868	0.3880657227
869	0.3880181702
870	0.3879716064
871	0.3879126038
872	0.3878480469
873	0.3877954468
874	0.3877432617
875	0.387713678
876	0.3876790649
877	0.3876264038
878	0.3875951172
879	0.3875497375
880	0.3874935669
881	0.387457782
882	0.3874124023
883	0.3873692993
884	0.3873251404
885	0.3872894531
886	0.3872533813
887	0.3872238892
888	0.387186731
889	0.3871476685
890	0.387103595
891	0.3870531311
892	0.3870081848
893	0.3869591309
894	0.3869197388
895	0.386888031
896	0.3868446838
897	0.3867862732
898	0.3867636047
899	0.3867126465
900	0.3866766785
901	0.3866344299
902	0.3865964966
903	0.3865690552
904	0.3865206177
905	0.3864973694
906	0.3864567566
907	0.3864290894
908	0.3863815125
909	0.3863375122
910	0.3862966614
911	0.386256488
912	0.3862089905
913	0.3861638794
914	0.3861257385
915	0.3860770996
916	0.3860275818
917	0.3859739685
918	0.3859481201
919	0.3859154846
920	0.3858815796
921	0.3858456726
922	0.3857884033
923	0.3857336548
924	0.3856945374
925	0.385634668
926	0.3855844055
927	0.3855526123
928	0.3855164734
929	0.3854724426
930	0.3854368164
931	0.3854120544
932	0.3853574585
933	0.3853310425
934	0.3852881775
935	0.3852581665
936	0.3852331726
937	0.3851814758
938	0.3851300049
939	0.3851029602
940	0.3850844421
941	0.38505354
942	0.3850259827
943	0.3849969604
944	0.3849540405
945	0.3849203796
946	0.3848678833
947	0.3848173218
948	0.384778009
949	0.3847433899
950	0.3847114563
951	0.3846858398
952	0.3846475891
953	0.3846125244
954	0.3845788025
955	0.384548999
956	0.3845053955
957	0.3844659058
958	0.3844317078
959	0.3843929199
960	0.3843570923
961	0.3843118408
962	0.38427146
963	0.3842402405
964	0.3841887451
965	0.3841536072
966	0.3841213318
967	0.3840860901
968	0.3840390137
969	0.3839854492
970	0.383939679
971	0.3839008301
972	0.3838535095
973	0.3837962952
974	0.3837547852
975	0.3837380432
976	0.3836885071
977	0.3836617126
978	0.3836351868
979	0.383589624
980	0.3835649841
981	0.3835351379
982	0.3834983093
983	0.383449884
984	0.3834140869
985	0.383386145
986	0.3833274353
987	0.383264801
988	0.3832356506
989	0.3831836121
990	0.3831484253
991	0.3831254822
992	0.3830765625
993	0.3830423462
994	0.3829938171
995	0.3829522522
996	0.3829083191
997	0.3828531006
998	0.3828255188
999	0.382778418
