iter	Passed	Remaining
364	10394	18084
365	10420	18051
366	10447	18019
367	10475	17989
368	10503	17961
369	10531	17932
370	10560	17904
371	10584	17869
372	10612	17838
373	10638	17807
374	10667	17778
375	10695	17750
376	10722	17718
377	10747	17685
378	10773	17653
379	10800	17621
380	10827	17590
381	10852	17557
382	10878	17524
383	10905	17494
384	10930	17459
385	10956	17427
386	10982	17395
387	11009	17365
388	11035	17333
389	11061	17301
390	11092	17277
391	11117	17243
392	11141	17209
393	11161	17167
394	11185	17132
395	11211	17100
396	11239	17071
397	11266	17041
398	11290	17006
399	11315	16973
400	11341	16941
401	11366	16908
402	11391	16875
403	11417	16843
404	11447	16817
405	11473	16786
406	11499	16754
407	11526	16724
408	11553	16694
409	11578	16661
410	11603	16628
411	11630	16599
412	11657	16568
413	11683	16537
414	11709	16506
415	11736	16476
416	11763	16446
417	11790	16416
418	11815	16384
419	11841	16353
420	11867	16321
421	11893	16290
422	11919	16259
423	11946	16228
424	11971	16197
425	11998	16167
426	12025	16137
427	12054	16110
428	12082	16082
429	12109	16052
430	12137	16024
431	12166	15996
432	12193	15966
433	12219	15935
434	12247	15908
435	12274	15877
436	12302	15849
437	12328	15818
438	12357	15791
439	12385	15763
440	12412	15734
441	12440	15705
442	12471	15680
443	12497	15650
444	12525	15622
445	12554	15594
446	12581	15565
447	12608	15535
448	12637	15508
449	12669	15484
450	12693	15451
451	12717	15418
452	12745	15390
453	12773	15362
454	12802	15335
455	12828	15303
456	12850	15269
457	12876	15238
458	12900	15205
459	12926	15174
460	12952	15144
461	12979	15114
462	13005	15083
463	13030	15052
464	13055	15021
465	13081	14989
466	13109	14962
467	13132	14928
468	13156	14895
469	13182	14865
470	13210	14836
471	13236	14807
472	13264	14778
473	13294	14753
474	13322	14724
475	13347	14693
476	13372	14662
477	13398	14631
478	13423	14600
479	13448	14569
480	13476	14541
481	13511	14520
482	13543	14496
483	13570	14467
484	13596	14437
485	13629	14415
486	13655	14384
487	13683	14356
488	13709	14325
489	13735	14295
490	13760	14265
491	13786	14234
492	13812	14204
493	13839	14175
494	13864	14144
495	13894	14118
496	13920	14088
497	13947	14059
498	13973	14029
499	13998	13998
500	14024	13968
501	14051	13939
502	14077	13909
503	14105	13881
504	14134	13854
505	14159	13824
506	14186	13794
507	14214	13766
508	14239	13736
509	14267	13707
510	14292	13677
511	14318	13647
512	14345	13618
513	14372	13589
514	14397	13559
515	14424	13529
516	14450	13500
517	14477	13471
518	14508	13445
519	14535	13417
520	14556	13383
521	14579	13350
522	14606	13322
523	14633	13292
524	14659	13263
525	14685	13233
526	14709	13202
527	14736	13173
528	14765	13146
529	14793	13118
530	14821	13090
531	14847	13061
532	14875	13033
533	14903	13005
534	14926	12973
535	14951	12942
536	14976	12912
537	15003	12884
538	15031	12856
539	15057	12827
540	15087	12800
541	15115	12772
542	15143	12744
543	15169	12715
544	15196	12686
545	15223	12658
546	15249	12628
547	15277	12600
548	15305	12573
549	15331	12544
550	15359	12516
551	15386	12487
552	15416	12461
553	15441	12431
554	15466	12401
555	15496	12374
556	15523	12346
557	15547	12315
558	15567	12281
559	15587	12247
560	15607	12213
561	15627	12179
562	15648	12146
563	15669	12113
564	15688	12079
565	15707	12044
566	15727	12010
567	15745	11975
568	15765	11941
569	15784	11907
570	15804	11874
571	15825	11841
572	15846	11808
573	15867	11776
574	15888	11743
575	15908	11710
576	15927	11676
577	15949	11644
578	15969	11611
579	15987	11576
580	16008	11545
581	16029	11512
582	16051	11481
583	16073	11449
584	16094	11417
585	16114	11384
586	16134	11352
587	16154	11319
588	16174	11286
589	16194	11253
590	16213	11220
591	16233	11187
592	16253	11155
593	16275	11124
594	16293	11090
595	16313	11058
596	16333	11026
597	16352	10993
598	16373	10961
599	16393	10928
600	16413	10896
601	16434	10865
602	16455	10833
603	16475	10801
604	16493	10768
605	16516	10738
606	16536	10706
607	16559	10676
608	16579	10644
609	16601	10613
610	16623	10583
611	16645	10552
612	16665	10521
613	16684	10489
614	16706	10458
615	16727	10427
616	16747	10396
617	16768	10364
618	16789	10334
619	16811	10303
620	16831	10272
621	16850	10240
622	16871	10209
623	16891	10178
624	16911	10146
625	16930	10114
626	16949	10083
627	16972	10053
628	16994	10023
629	17014	9992
630	17036	9962
631	17055	9930
632	17075	9899
633	17097	9870
634	17116	9838
635	17136	9807
636	17154	9775
637	17176	9745
638	17196	9714
639	17216	9684
640	17236	9653
641	17257	9623
642	17277	9592
643	17297	9561
644	17317	9531
645	17337	9500
646	17357	9470
647	17380	9441
648	17400	9410
649	17421	9380
650	17443	9351
651	17464	9321
652	17486	9292
653	17511	9264
654	17531	9234
655	17554	9205
656	17574	9175
657	17594	9144
658	17614	9114
659	17636	9085
660	17658	9056
661	17679	9026
662	17699	8996
663	17722	8967
664	17742	8938
665	17763	8908
666	17783	8878
667	17803	8848
668	17823	8818
669	17842	8788
670	17860	8757
671	17880	8727
672	17900	8697
673	17921	8668
674	17941	8638
675	17961	8608
676	17981	8579
677	18001	8549
678	18021	8519
679	18039	8489
680	18057	8458
681	18078	8429
682	18097	8399
683	18116	8369
684	18136	8340
685	18157	8311
686	18178	8282
687	18197	8252
688	18218	8223
689	18238	8194
690	18258	8164
691	18281	8136
692	18301	8107
693	18320	8077
694	18339	8048
695	18360	8019
696	18380	7990
697	18402	7962
698	18421	7932
699	18440	7902
700	18460	7873
701	18479	7844
702	18500	7815
703	18520	7787
704	18540	7757
705	18559	7728
706	18579	7699
707	18598	7670
708	18614	7640
709	18633	7610
710	18653	7582
711	18725	7574
712	18758	7550
713	18783	7523
714	18806	7496
715	18831	7469
716	18855	7442
717	18882	7416
718	18907	7389
719	18930	7361
720	18951	7333
721	18972	7305
722	18990	7275
723	19010	7247
724	19031	7218
725	19050	7190
726	19071	7161
727	19090	7132
728	19112	7105
729	19132	7076
730	19152	7047
731	19175	7020
732	19198	6993
733	19219	6965
734	19243	6938
735	19264	6910
736	19286	6882
737	19306	6853
738	19325	6825
739	19344	6796
740	19364	6768
741	19384	6740
742	19403	6711
743	19422	6682
744	19443	6655
745	19462	6626
746	19482	6598
747	19505	6571
748	19524	6543
749	19544	6514
750	19564	6486
751	19583	6458
752	19603	6430
753	19625	6403
754	19645	6375
755	19666	6347
756	19686	6319
757	19707	6291
758	19732	6265
759	19758	6239
760	19779	6211
761	19800	6184
762	19821	6156
763	19841	6128
764	19862	6101
765	19881	6073
766	19901	6045
767	19922	6018
768	19944	5991
769	19966	5964
770	19986	5936
771	20005	5908
772	20025	5880
773	20048	5853
774	20069	5826
775	20088	5798
776	20108	5771
777	20128	5743
778	20149	5716
779	20169	5688
780	20189	5661
781	20208	5633
782	20228	5606
783	20249	5579
784	20270	5551
785	20291	5524
786	20312	5497
787	20333	5470
788	20352	5442
789	20372	5415
790	20392	5388
791	20411	5360
792	20431	5333
793	20451	5306
794	20471	5278
795	20491	5251
796	20511	5224
797	20532	5197
798	20549	5169
799	20569	5142
800	20590	5115
801	20609	5088
802	20630	5061
803	20649	5033
804	20671	5007
805	20692	4980
806	20712	4953
807	20732	4926
808	20752	4899
809	20772	4872
810	20792	4845
811	20814	4819
812	20834	4792
813	20855	4765
814	20876	4738
815	20897	4712
816	20919	4685
817	20939	4658
818	20964	4633
819	20986	4606
820	21006	4579
821	21030	4554
822	21052	4527
823	21075	4501
824	21100	4475
825	21123	4449
826	21148	4424
827	21171	4397
828	21190	4371
829	21211	4344
830	21232	4318
831	21253	4291
832	21274	4265
833	21294	4238
834	21314	4211
835	21335	4185
836	21358	4159
837	21380	4133
838	21400	4106
839	21421	4080
840	21442	4053
841	21465	4028
842	21487	4001
843	21511	3976
844	21533	3949
845	21553	3923
846	21576	3897
847	21598	3871
848	21620	3845
849	21643	3819
850	21665	3793
851	21685	3766
852	21706	3740
853	21729	3714
854	21750	3688
855	21771	3662
856	21792	3636
857	21815	3610
858	21834	3584
859	21854	3557
860	21875	3531
861	21895	3505
862	21914	3478
863	21935	3452
864	21955	3426
865	21974	3400
866	21993	3373
867	22012	3347
868	22032	3321
869	22053	3295
870	22072	3268
871	22093	3243
872	22120	3217
873	22140	3191
874	22158	3165
875	22177	3139
876	22196	3113
877	22215	3086
878	22235	3060
879	22255	3034
880	22275	3008
881	22295	2982
882	22325	2958
883	22347	2932
884	22370	2906
885	22391	2881
886	22413	2855
887	22433	2829
888	22454	2803
889	22478	2778
890	22500	2752
891	22521	2726
892	22542	2701
893	22562	2675
894	22582	2649
895	22601	2623
896	22621	2597
897	22640	2571
898	22660	2545
899	22681	2520
900	22700	2494
901	22721	2468
902	22739	2442
903	22758	2416
904	22776	2390
905	22796	2365
906	22816	2339
907	22835	2313
908	22854	2287
909	22874	2262
910	22896	2236
911	22916	2211
912	22937	2185
913	22958	2160
914	22978	2134
915	22997	2108
916	23017	2083
917	23037	2057
918	23056	2032
919	23075	2006
920	23097	1981
921	23118	1955
922	23138	1930
923	23159	1904
924	23180	1879
925	23200	1854
926	23221	1828
927	23240	1803
928	23261	1777
929	23280	1752
930	23300	1726
931	23320	1701
932	23340	1676
933	23359	1650
934	23380	1625
935	23401	1600
936	23420	1574
937	23440	1549
938	23462	1524
939	23483	1498
940	23502	1473
941	23521	1448
942	23541	1422
943	23567	1398
944	23587	1372
945	23642	1349
946	23672	1324
947	23694	1299
948	23715	1274
949	23735	1249
950	23756	1224
951	23777	1198
952	23797	1173
953	23816	1148
954	23837	1123
955	23858	1098
956	23879	1072
957	23898	1047
958	23918	1022
959	23938	997
960	23957	972
961	23977	947
962	23997	922
963	24016	896
964	24036	871
965	24055	846
966	24075	821
967	24095	796
968	24116	771
969	24135	746
970	24165	721
971	24199	697
972	24224	672
973	24251	647
974	24283	622
975	24312	597
976	24338	572
977	24364	548
978	24391	523
979	24414	498
980	24437	473
981	24459	448
982	24484	423
983	24509	398
984	24529	373
985	24550	348
986	24570	323
987	24588	298
988	24608	273
989	24629	248
990	24651	223
991	24672	198
992	24693	174
993	24713	149
994	24732	124
995	24753	99
996	24773	74
997	24793	49
998	24813	24
999	24832	0
